City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Athens,2004,Archery,Archery,"CUDDIHY, Tim",AUS,Men,individual (FITA Olympic round - 70m),M,Bronze
Athens,2004,Archery,Archery,"GALIAZZO, Marco",ITA,Men,individual (FITA Olympic round - 70m),M,Gold
Athens,2004,Archery,Archery,"YAMAMOTO, Hiroshi",JPN,Men,individual (FITA Olympic round - 70m),M,Silver
Athens,2004,Archery,Archery,"WILLIAMSON, Alison",GBR,Women,individual (FITA Olympic round - 70m),W,Bronze
Athens,2004,Archery,Archery,"PARK, Sung-Hyun",KOR,Women,individual (FITA Olympic round - 70m),W,Gold
Athens,2004,Archery,Archery,"LEE, Sung Jin",KOR,Women,individual (FITA Olympic round - 70m),W,Silver
Athens,2004,Archery,Archery,"HRACHOV, Dmytro",UKR,Men,team (FITA Olympic round - 70m),M,Bronze
Athens,2004,Archery,Archery,"RUBAN, Viktor",UKR,Men,team (FITA Olympic round - 70m),M,Bronze
Athens,2004,Archery,Archery,"SERDYUK, Oleksandr",UKR,Men,team (FITA Olympic round - 70m),M,Bronze
Athens,2004,Archery,Archery,"IM, Dong Hyun",KOR,Men,team (FITA Olympic round - 70m),M,Gold
Athens,2004,Archery,Archery,"JANG, Yong-Ho",KOR,Men,team (FITA Olympic round - 70m),M,Gold
Athens,2004,Archery,Archery,"PARK, Kyung Mo",KOR,Men,team (FITA Olympic round - 70m),M,Gold
Athens,2004,Archery,Archery,"CHEN, Szu Yuan",TPE,Men,team (FITA Olympic round - 70m),M,Silver
Athens,2004,Archery,Archery,"LIU, Ming Huang",TPE,Men,team (FITA Olympic round - 70m),M,Silver
Athens,2004,Archery,Archery,"WANG, Cheng Pang",TPE,Men,team (FITA Olympic round - 70m),M,Silver
Athens,2004,Archery,Archery,"CHEN, Li Ju",TPE,Women,team (FITA Olympic round - 70m),W,Bronze
Athens,2004,Archery,Archery,"WU, Hui Ju",TPE,Women,team (FITA Olympic round - 70m),W,Bronze
Athens,2004,Archery,Archery,"YUAN, Shu Chi",TPE,Women,team (FITA Olympic round - 70m),W,Bronze
Athens,2004,Archery,Archery,"LEE, Sung Jin",KOR,Women,team (FITA Olympic round - 70m),W,Gold
Athens,2004,Archery,Archery,"PARK, Sung-Hyun",KOR,Women,team (FITA Olympic round - 70m),W,Gold
Athens,2004,Archery,Archery,"YUN, Mi-Jin",KOR,Women,team (FITA Olympic round - 70m),W,Gold
Athens,2004,Archery,Archery,"HE, Ying",CHN,Women,team (FITA Olympic round - 70m),W,Silver
Athens,2004,Archery,Archery,"LIN, Sang",CHN,Women,team (FITA Olympic round - 70m),W,Silver
Athens,2004,Archery,Archery,"ZHANG, Juan Juan",CHN,Women,team (FITA Olympic round - 70m),W,Silver
Beijing,2008,Archery,Archery,"BADENOV, Bair",RUS,Men,individual (FITA Olympic round - 70m),M,Bronze
Beijing,2008,Archery,Archery,"RUBAN, Viktor",UKR,Men,individual (FITA Olympic round - 70m),M,Gold
Beijing,2008,Archery,Archery,"PARK, Kyung-Mo",KOR,Men,individual (FITA Olympic round - 70m),M,Silver
Beijing,2008,Archery,Archery,"YUN, Ok-Hee",KOR,Women,individual (FITA Olympic round - 70m),W,Bronze
Beijing,2008,Archery,Archery,"ZHANG, Juan Juan",CHN,Women,individual (FITA Olympic round - 70m),W,Gold
Beijing,2008,Archery,Archery,"PARK, Sung-Hyun",KOR,Women,individual (FITA Olympic round - 70m),W,Silver
Beijing,2008,Archery,Archery,"JIANG, Lin",CHN,Men,team (FITA Olympic round - 70m),M,Bronze
Beijing,2008,Archery,Archery,"LI, Wenquan",CHN,Men,team (FITA Olympic round - 70m),M,Bronze
Beijing,2008,Archery,Archery,"XUE, Hai Feng",CHN,Men,team (FITA Olympic round - 70m),M,Bronze
Beijing,2008,Archery,Archery,"IM, Dong-Hyun",KOR,Men,team (FITA Olympic round - 70m),M,Gold
Beijing,2008,Archery,Archery,"LEE, Chang-Hwan",KOR,Men,team (FITA Olympic round - 70m),M,Gold
Beijing,2008,Archery,Archery,"PARK, Kyung-Mo",KOR,Men,team (FITA Olympic round - 70m),M,Gold
Beijing,2008,Archery,Archery,"DI BUO', Ilario",ITA,Men,team (FITA Olympic round - 70m),M,Silver
Beijing,2008,Archery,Archery,"GALIAZZO, Marco",ITA,Men,team (FITA Olympic round - 70m),M,Silver
Beijing,2008,Archery,Archery,"NESPOLI, Mauro",ITA,Men,team (FITA Olympic round - 70m),M,Silver
Beijing,2008,Archery,Archery,"ARNOLD, Virginie",FRA,Women,team (FITA Olympic round - 70m),W,Bronze
Beijing,2008,Archery,Archery,"DODEMONT, Sophie",FRA,Women,team (FITA Olympic round - 70m),W,Bronze
Beijing,2008,Archery,Archery,"SCHUH, Berengere",FRA,Women,team (FITA Olympic round - 70m),W,Bronze
Beijing,2008,Archery,Archery,"JOO, Hyun-Jung",KOR,Women,team (FITA Olympic round - 70m),W,Gold
Beijing,2008,Archery,Archery,"PARK, Sung-Hyun",KOR,Women,team (FITA Olympic round - 70m),W,Gold
Beijing,2008,Archery,Archery,"YUN, Ok-Hee",KOR,Women,team (FITA Olympic round - 70m),W,Gold
Beijing,2008,Archery,Archery,"CHEN, Ling",CHN,Women,team (FITA Olympic round - 70m),W,Silver
Beijing,2008,Archery,Archery,"GUO, Dan",CHN,Women,team (FITA Olympic round - 70m),W,Silver
Beijing,2008,Archery,Archery,"ZHANG, Juan Juan",CHN,Women,team (FITA Olympic round - 70m),W,Silver
Barcelona,1992,Badminton,Badminton,"LI, Yongbo",CHN,Men,doubles,M,Bronze
Barcelona,1992,Badminton,Badminton,"SIDEK, Rashid",MAS,Men,doubles,M,Bronze
Barcelona,1992,Badminton,Badminton,"SIDEK, Razif",MAS,Men,doubles,M,Bronze
Barcelona,1992,Badminton,Badminton,"TIAN, Bingyi",CHN,Men,doubles,M,Bronze
Barcelona,1992,Badminton,Badminton,"KIM, Moon-Soo",KOR,Men,doubles,M,Gold
Barcelona,1992,Badminton,Badminton,"PARK, Joo-Bong",KOR,Men,doubles,M,Gold
Barcelona,1992,Badminton,Badminton,"GUNAWAN, Rudy",INA,Men,doubles,M,Silver
Barcelona,1992,Badminton,Badminton,"HARTONO, Eddy",INA,Men,doubles,M,Silver
Barcelona,1992,Badminton,Badminton,"GIL, Young-Ah",KOR,Women,doubles,W,Bronze
Barcelona,1992,Badminton,Badminton,"LIN, Yanfen",CHN,Women,doubles,W,Bronze
Barcelona,1992,Badminton,Badminton,"SHIM, Eun-Jung",KOR,Women,doubles,W,Bronze
Barcelona,1992,Badminton,Badminton,"YAO, Fen",CHN,Women,doubles,W,Bronze
Barcelona,1992,Badminton,Badminton,"CHUNG, So-Young",KOR,Women,doubles,W,Gold
Barcelona,1992,Badminton,Badminton,"HWANG, Hae-Young",KOR,Women,doubles,W,Gold
Barcelona,1992,Badminton,Badminton,"GUAN, Weizhen",CHN,Women,doubles,W,Silver
Barcelona,1992,Badminton,Badminton,"NONG, Qunhua",CHN,Women,doubles,W,Silver
Barcelona,1992,Badminton,Badminton,"STUER-LAURIDSEN, Thomas",DEN,Men,singles,M,Bronze
Barcelona,1992,Badminton,Badminton,"SUSANTO, Hermawan",INA,Men,singles,M,Bronze
Barcelona,1992,Badminton,Badminton,"BUDI KUSUMA, Alan",INA,Men,singles,M,Gold
Barcelona,1992,Badminton,Badminton,"WIRANATA, Ardy Bernardus",INA,Men,singles,M,Silver
Barcelona,1992,Badminton,Badminton,"HUANG, Hua",CHN,Women,singles,W,Bronze
Barcelona,1992,Badminton,Badminton,"TANG, Jiuhong",CHN,Women,singles,W,Bronze
Barcelona,1992,Badminton,Badminton,"SUSANTI, Susi",INA,Women,singles,W,Gold
Barcelona,1992,Badminton,Badminton,"BANG, Soo-Hyun",KOR,Women,singles,W,Silver
Atlanta,1996,Badminton,Badminton,"IRIANTO, Antonius",INA,Men,doubles,M,Bronze
Atlanta,1996,Badminton,Badminton,"KANTONO, Denny",INA,Men,doubles,M,Bronze
Atlanta,1996,Badminton,Badminton,"LIU, Jianjun",CHN,Men,doubles,X,Bronze
Atlanta,1996,Badminton,Badminton,"MAINAKY, Rexy Ronald",INA,Men,doubles,M,Gold
Atlanta,1996,Badminton,Badminton,"SUBAGJA, Ricky Achmad",INA,Men,doubles,M,Gold
Atlanta,1996,Badminton,Badminton,"KIM, Dong Moon",KOR,Men,doubles,X,Gold
Atlanta,1996,Badminton,Badminton,"CHEAH, Soon Kit",MAS,Men,doubles,M,Silver
Atlanta,1996,Badminton,Badminton,"YAP, Kim Hock",MAS,Men,doubles,M,Silver
Atlanta,1996,Badminton,Badminton,"PARK, Joo-Bong",KOR,Men,doubles,X,Silver
Atlanta,1996,Badminton,Badminton,"QIN, Yiyuan",CHN,Women,doubles,W,Bronze
Atlanta,1996,Badminton,Badminton,"TANG, Yongshu",CHN,Women,doubles,W,Bronze
Atlanta,1996,Badminton,Badminton,"SUN, Man",CHN,Women,doubles,X,Bronze
Atlanta,1996,Badminton,Badminton,"GE, Fei",CHN,Women,doubles,W,Gold
Atlanta,1996,Badminton,Badminton,"GU, Jun",CHN,Women,doubles,W,Gold
Atlanta,1996,Badminton,Badminton,"GIL, Young-Ah",KOR,Women,doubles,X,Gold
Atlanta,1996,Badminton,Badminton,"GIL, Young-Ah",KOR,Women,doubles,W,Silver
Atlanta,1996,Badminton,Badminton,"JANG, Hye Ock",KOR,Women,doubles,W,Silver
Atlanta,1996,Badminton,Badminton,"RA, Kyung-Min",KOR,Women,doubles,X,Silver
Atlanta,1996,Badminton,Badminton,"SIDEK, Rashid",MAS,Men,singles,M,Bronze
Atlanta,1996,Badminton,Badminton,"HOYER-LARSEN, Poul Erik",DEN,Men,singles,M,Gold
Atlanta,1996,Badminton,Badminton,"DONG, Jiong",CHN,Men,singles,M,Silver
Atlanta,1996,Badminton,Badminton,"SUSANTI, Susi",INA,Women,singles,W,Bronze
Atlanta,1996,Badminton,Badminton,"BANG, Soo-Hyun",KOR,Women,singles,W,Gold
Atlanta,1996,Badminton,Badminton,"AUDINA, Mia",INA,Women,singles,W,Silver
Sydney,2000,Badminton,Badminton,"HA, Tae-Kwon",KOR,Men,doubles,M,Bronze
Sydney,2000,Badminton,Badminton,"KIM, Dong Moon",KOR,Men,doubles,M,Bronze
Sydney,2000,Badminton,Badminton,"ARCHER, Simon",GBR,Men,doubles,X,Bronze
Sydney,2000,Badminton,Badminton,"GUNAWAN, Tony",INA,Men,doubles,M,Gold
Sydney,2000,Badminton,Badminton,"WIJAYA, Candra",INA,Men,doubles,M,Gold
Sydney,2000,Badminton,Badminton,"ZHANG, Jun",CHN,Men,doubles,X,Gold
Sydney,2000,Badminton,Badminton,"LEE, Dong Soo",KOR,Men,doubles,M,Silver
Sydney,2000,Badminton,Badminton,"YOO, Yong-Sung",KOR,Men,doubles,M,Silver
Sydney,2000,Badminton,Badminton,"KUSHANJANTO, Tri",INA,Men,doubles,X,Silver
Sydney,2000,Badminton,Badminton,"GAO, Ling",CHN,Women,doubles,W,Bronze
Sydney,2000,Badminton,Badminton,"QIN, Yiyuan",CHN,Women,doubles,W,Bronze
Sydney,2000,Badminton,Badminton,"GOODE, Joanne",GBR,Women,doubles,X,Bronze
Sydney,2000,Badminton,Badminton,"GE, Fei",CHN,Women,doubles,W,Gold
Sydney,2000,Badminton,Badminton,"GU, Jun",CHN,Women,doubles,W,Gold
Sydney,2000,Badminton,Badminton,"GAO, Ling",CHN,Women,doubles,X,Gold
Sydney,2000,Badminton,Badminton,"HUANG, Nanyan",CHN,Women,doubles,W,Silver
Sydney,2000,Badminton,Badminton,"YANG, Wei",CHN,Women,doubles,W,Silver
Sydney,2000,Badminton,Badminton,"TIMUR, Minarti",INA,Women,doubles,X,Silver
Sydney,2000,Badminton,Badminton,"XIA, Xuanze",CHN,Men,singles,M,Bronze
Sydney,2000,Badminton,Badminton,"JI, Xinpeng",CHN,Men,singles,M,Gold
Sydney,2000,Badminton,Badminton,HENDRAWAN,INA,Men,singles,M,Silver
Sydney,2000,Badminton,Badminton,"YE, Zhaoying",CHN,Women,singles,W,Bronze
Sydney,2000,Badminton,Badminton,"GONG, Zhichao",CHN,Women,singles,W,Gold
Sydney,2000,Badminton,Badminton,"MARTIN, Camilla",DEN,Women,singles,W,Silver
Athens,2004,Badminton,Badminton,"HIAN, Eng",INA,Men,doubles,M,Bronze
Athens,2004,Badminton,Badminton,"LIMPELE, Flandy",INA,Men,doubles,M,Bronze
Athens,2004,Badminton,Badminton,"ERIKSEN, Jens Dyrloev",DEN,Men,doubles,X,Bronze
Athens,2004,Badminton,Badminton,"HA, Tae-Kwon",KOR,Men,doubles,M,Gold
Athens,2004,Badminton,Badminton,"KIM, Dong Moon",KOR,Men,doubles,M,Gold
Athens,2004,Badminton,Badminton,"ZHANG, Jun",CHN,Men,doubles,X,Gold
Athens,2004,Badminton,Badminton,"LEE, Dong Soo",KOR,Men,doubles,M,Silver
Athens,2004,Badminton,Badminton,"YOO, Yong-Sung",KOR,Men,doubles,M,Silver
Athens,2004,Badminton,Badminton,"ROBERTSON, Nathan",GBR,Men,doubles,X,Silver
Athens,2004,Badminton,Badminton,"LEE, Kyungwon",KOR,Women,doubles,W,Bronze
Athens,2004,Badminton,Badminton,"RA, Kyung-Min",KOR,Women,doubles,W,Bronze
Athens,2004,Badminton,Badminton,"SCHJOLDAGER, Mette",DEN,Women,doubles,X,Bronze
Athens,2004,Badminton,Badminton,"YANG, Wei",CHN,Women,doubles,W,Gold
Athens,2004,Badminton,Badminton,"ZHANG, Jiewen",CHN,Women,doubles,W,Gold
Athens,2004,Badminton,Badminton,"GAO, Ling",CHN,Women,doubles,X,Gold
Athens,2004,Badminton,Badminton,"GAO, Ling",CHN,Women,doubles,W,Silver
Athens,2004,Badminton,Badminton,"HUANG, Sui",CHN,Women,doubles,W,Silver
Athens,2004,Badminton,Badminton,"EMMS, Gail",GBR,Women,doubles,X,Silver
Athens,2004,Badminton,Badminton,"KUNCORO, Soni Dwi",INA,Men,singles,M,Bronze
Athens,2004,Badminton,Badminton,"HIDAYAT, Taufik",INA,Men,singles,M,Gold
Athens,2004,Badminton,Badminton,"SHON, Seung Mo",KOR,Men,singles,M,Silver
Athens,2004,Badminton,Badminton,"ZHOU, Mi",CHN,Women,singles,W,Bronze
Athens,2004,Badminton,Badminton,"ZHANG, Ning",CHN,Women,singles,W,Gold
Athens,2004,Badminton,Badminton,"AUDINA, Mia",NED,Women,singles,W,Silver
Beijing,2008,Badminton,Badminton,"HWANG, Jiman",KOR,Men,doubles,M,Bronze
Beijing,2008,Badminton,Badminton,"LEE, Jaejin",KOR,Men,doubles,M,Bronze
Beijing,2008,Badminton,Badminton,"HE, Hanbin",CHN,Men,doubles,X,Bronze
Beijing,2008,Badminton,Badminton,"KIDO, Markis",INA,Men,doubles,M,Gold
Beijing,2008,Badminton,Badminton,"SETIAWAN, Hendra",INA,Men,doubles,M,Gold
Beijing,2008,Badminton,Badminton,"LEE, Yongdae",KOR,Men,doubles,X,Gold
Beijing,2008,Badminton,Badminton,"CAI, Yun",CHN,Men,doubles,M,Silver
Beijing,2008,Badminton,Badminton,"FU, Haifeng",CHN,Men,doubles,M,Silver
Beijing,2008,Badminton,Badminton,"WIDIANTO, Nova",INA,Men,doubles,X,Silver
Beijing,2008,Badminton,Badminton,"WEI, Yili",CHN,Women,doubles,W,Bronze
Beijing,2008,Badminton,Badminton,"ZHANG, Yawen",CHN,Women,doubles,W,Bronze
Beijing,2008,Badminton,Badminton,"YU, Yang",CHN,Women,doubles,X,Bronze
Beijing,2008,Badminton,Badminton,"DU, Jing",CHN,Women,doubles,W,Gold
Beijing,2008,Badminton,Badminton,"YU, Yang",CHN,Women,doubles,W,Gold
Beijing,2008,Badminton,Badminton,"LEE, Hyojung",KOR,Women,doubles,X,Gold
Beijing,2008,Badminton,Badminton,"LEE, Hyojung",KOR,Women,doubles,W,Silver
Beijing,2008,Badminton,Badminton,"LEE, Kyungwon",KOR,Women,doubles,W,Silver
Beijing,2008,Badminton,Badminton,LILIYANA,INA,Women,doubles,X,Silver
Beijing,2008,Badminton,Badminton,"CHEN, Jin",CHN,Men,singles,M,Bronze
Beijing,2008,Badminton,Badminton,"LIN, Dan",CHN,Men,singles,M,Gold
Beijing,2008,Badminton,Badminton,"LEE, Chong Wei",MAS,Men,singles,M,Silver
Beijing,2008,Badminton,Badminton,"YULIANTI, Maria Kristin",INA,Women,singles,W,Bronze
Beijing,2008,Badminton,Badminton,"ZHANG, Ning",CHN,Women,singles,W,Gold
Beijing,2008,Badminton,Badminton,"XIE, Xingfang",CHN,Women,singles,W,Silver
Barcelona,1992,Baseball,Baseball,"ITO, Tomohito",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"KAWABATA, Shinichiro",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"KOHIYAMA, Masahito",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"KOJIMA, Hirotami",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"KOKUBO, Hiroki",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"MIWA, Takashi",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"NAKAMOTO, Hiroshi",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"NISHI, Masafumi",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"NISHIYAMA, Kazutaka",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"OSHIMA, Koichi",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"SAKAGUCHI, Hiroyuki",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"SATO, Shinichi",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"SATO, Yasuhiro",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"SUGIURA, Masanori",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"SUGIYAMA, Kento",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"TAKAMI, Yasunori",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"TOGO, Akihiro",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"TOKUNAGA, Koji",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"WAKABAYASHI, Shigeki",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"WATANABE, Katsumi",JPN,Men,baseball,M,Bronze
Barcelona,1992,Baseball,Baseball,"AJETE, Omar",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"ARROJO AVILA, Rolando",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"DELGADO DIEZ, Jose Raul",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"DIAZ LOREN, Giorge",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"ESTRADA, Jose Antonio",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"FERNANDEZ RODRIGUEZ, Osvaldo",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"GURRIEL DELGADO, Lourdes",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"HERNANDEZ PEDROSO, Orlando",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"HERNANDEZ, Alberto",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"KINDELAN, Orestes",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"LINARES, Omar",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"MESA FRESNEDA, German",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"MESA MARTINEZ, Victor",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"PACHECO, Antonio",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"PADILLA, Juan",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"PEREZ RONDON, Juan Carlos",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"ULACIA, Luis",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"URRUTIA QUIROGA, Ermidelio",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"VALDES BERRIEL, Jorge Luis",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"VARGAS, Lazaro",CUB,Men,baseball,M,Gold
Barcelona,1992,Baseball,Baseball,"CHANG, Cheng-Hsien",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"CHANG, Wen-Chung",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"CHANG, Yaw-Teing",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"CHEN, Chi-Hsin",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"CHEN, Wei-Chen",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"CHIANG, Tai-Chuan",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"HUANG, Chung-Yi",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"HUANG, Wen-Po",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"JONG, Yeu-Jeng",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"KU, Kuo-Chian",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"KUO LEE, Chien-Fu",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"LIAO, Ming-Hsiung",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"LIN, Chao-Huang",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"LIN, Kun-Han",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"LO, Chen-Jung",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"LO, Kuo-Chong",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"PAI, Kun-Hong",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"TSAI, Ming-Hung",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"WANG, Kuang-Shih",TPE,Men,baseball,M,Silver
Barcelona,1992,Baseball,Baseball,"WU, Shih-Hsih",TPE,Men,baseball,M,Silver
Atlanta,1996,Baseball,Baseball,"ALLEN, Chad",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"BENSON, Kris",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"DICKEY, R.A.",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"GLAUS, Troy",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"GREEN, Chad",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"GREISINGER, Seth",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"HARKRIDER, Kip",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"HINCH, A.J.",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"JONES, Jacque",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"KOCH, Billy",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"KOTSAY, Mark",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"LECROY, Matt",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"LEE, Travis",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"LOOPER, Braden",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"LOYD, Brian",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"MORRIS, Warren",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"OJEDA, Augie",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"PARQUE, Jim",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"WEAVER, Jeff",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"WILLIAMS, Jason",USA,Men,baseball,M,Bronze
Atlanta,1996,Baseball,Baseball,"AJETE, Omar",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"CALDES, Miguel",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"CONTRERAS, Jose Ariel",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"ESTRADA, Jose Antonio",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"FUMERO, Jorge",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"HERNANDEZ, Alberto",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"ISAAC, Rey",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"KINDELAN, Orestes",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"LAZO, Pedro Luis",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"LINARES, Omar",CUB,Men,baseball,M,Gold
Atlanta,1996,Baseball,Baseball,"LUIS, Omar",CUB,Men,baseball,M,Gold
